2단계　,,3단계　,,4단계　,,등급
외상,N,단독 흉부외상-관통상,C,급성 중증 통증(8-10),BA,2
외상,N,단독 흉부외상-관통상,C,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
외상,N,단독 흉부외상-관통상,C,단독 흉부외상-관통상,CA,2
외상,N,단독 흉부외상-둔상,D,중증 호흡곤란,AA,1
외상,N,단독 흉부외상-둔상,D,쇼크,AB,1
외상,N,단독 흉부외상-둔상,D,무의식(GCS 3-8),AC,1
외상,N,단독 흉부외상-둔상,D,중등도 호흡곤란,AD,2
외상,N,단독 흉부외상-둔상,D,혈역학적 장애,AE,2
외상,N,단독 흉부외상-둔상,D,의식변화(GCS 9-13),AF,2
외상,N,단독 흉부외상-둔상,D,"열,면역억제 상태",AG,2
외상,N,단독 흉부외상-둔상,D,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
외상,N,단독 흉부외상-둔상,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
외상,N,단독 흉부외상-둔상,D,경증 호흡곤란,AJ,3
외상,N,단독 흉부외상-둔상,D,정상 범위 밖의 활력징후,AK,3
외상,N,단독 흉부외상-둔상,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
외상,N,단독 흉부외상-둔상,D,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
외상,N,단독 흉부외상-둔상,D,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
외상,N,단독 흉부외상-둔상,D,급성 중증 통증(8-10),BA,2
외상,N,단독 흉부외상-둔상,D,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
외상,N,단독 흉부외상-둔상,D,고위험성 사고기전,BC,2
외상,N,단독 흉부외상-둔상,D,급성 중등도 통증(4-7),BD,3
외상,N,단독 흉부외상-둔상,D,출혈성 질환(중등도나 경증의 출혈),BE,3
외상,N,단독 흉부외상-둔상,D,급성 경증 통증(<4),BF,4
외상,N,단독 흉부외상-둔상,D,단독 흉부외상-둔상(건강해보임),CA,4
외상,N,단독 복부외상-관통상,E,중증 호흡곤란,AA,1
외상,N,단독 복부외상-관통상,E,쇼크,AB,1
외상,N,단독 복부외상-관통상,E,무의식(GCS 3-8),AC,1
외상,N,단독 복부외상-관통상,E,중등도 호흡곤란,AD,2
외상,N,단독 복부외상-관통상,E,혈역학적 장애,AE,2
외상,N,단독 복부외상-관통상,E,의식변화(GCS 9-13),AF,2
외상,N,단독 복부외상-관통상,E,"열,면역억제 상태",AG,2
외상,N,단독 복부외상-관통상,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
외상,N,단독 복부외상-관통상,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
외상,N,단독 복부외상-관통상,E,급성 중증 통증(8-10),BA,2
외상,N,단독 복부외상-관통상,E,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
외상,N,단독 복부외상-관통상,E,단독 복부외상 - 관통상,CA,2
외상,N,단독 복부외상-둔상,F,중증 호흡곤란,AA,1
외상,N,단독 복부외상-둔상,F,쇼크,AB,1
외상,N,단독 복부외상-둔상,F,무의식(GCS 3-8),AC,1
외상,N,단독 복부외상-둔상,F,중등도 호흡곤란,AD,2
외상,N,단독 복부외상-둔상,F,혈역학적 장애,AE,2
외상,N,단독 복부외상-둔상,F,의식변화(GCS 9-13),AF,2
외상,N,단독 복부외상-둔상,F,"열,면역억제 상태",AG,2
외상,N,단독 복부외상-둔상,F,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
외상,N,단독 복부외상-둔상,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
외상,N,단독 복부외상-둔상,F,경증 호흡곤란,AJ,3
외상,N,단독 복부외상-둔상,F,정상 범위 밖의 활력징후,AK,3
외상,N,단독 복부외상-둔상,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
외상,N,단독 복부외상-둔상,F,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
외상,N,단독 복부외상-둔상,F,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
외상,N,단독 복부외상-둔상,F,급성 중증 통증(8-10),BA,2
외상,N,단독 복부외상-둔상,F,출혈성 질환(생명이나 사지에 위급한  출혈),BB,2
외상,N,단독 복부외상-둔상,F,고위험성 사고기전,BC,2
외상,N,단독 복부외상-둔상,F,급성 중등도 통증(4-7),BD,3
외상,N,단독 복부외상-둔상,F,출혈성 질환(중등도나 경증의 출혈),BE,3
외상,N,단독 복부외상-둔상,F,급성 경증 통증(<4),BF,4
외상,N,단독 복부외상-둔상,F,단독복부외상 - 둔상,CA,4
환경손상,O,동상/냉 손상,A,급성 중증 통증(8-10),BA,2
환경손상,O,동상/냉 손상,A,급성 중등도 통증(4-7),BB,3
환경손상,O,동상/냉 손상,A,만성 중증 통증(8-10),BC,3
환경손상,O,동상/냉 손상,A,급성 경증 통증(<4),BD,4
환경손상,O,동상/냉 손상,A,만성 중등도 통증(4-7),BE,4
환경손상,O,동상/냉 손상,A,만성 경증 통증(<4),BF,5
환경손상,O,동상/냉 손상,A,사지 말단부위에 맥박이 없고 차가움,CA,2
환경손상,O,동상/냉 손상,A,피부가 창백함,CB,3
환경손상,O,동상/냉 손상,A,동상/냉손상,CC,5
환경손상,O,유해물질흡입,B,중증 호흡곤란,AA,1
환경손상,O,유해물질흡입,B,쇼크,AB,1
환경손상,O,유해물질흡입,B,무의식(GCS 3-8),AC,1
환경손상,O,유해물질흡입,B,중등도 호흡곤란,AD,2
환경손상,O,유해물질흡입,B,혈역학적 장애,AE,2
환경손상,O,유해물질흡입,B,의식변화(GCS 9-13),AF,2
환경손상,O,유해물질흡입,B,경증 호흡곤란,AG,3
환경손상,O,유해물질흡입,B,정상 범위 밖의 활력징후,AH,3
환경손상,O,유해물질흡입,B,"연기 흡입, 또는 다른 물질 흡입,  호흡 곤란 없음",CA,3
환경손상,O,유해물질흡입,B,"유해물질을 흡입한 후 상당한 시간이  지남, 무증상",CB,4
환경손상,O,전기손상,C,중증 호흡곤란,AA,1
환경손상,O,전기손상,C,쇼크,AB,1
환경손상,O,전기손상,C,무의식(GCS 3-8),AC,1
환경손상,O,전기손상,C,중등도 호흡곤란,AD,2
환경손상,O,전기손상,C,혈역학적 장애,AE,2
환경손상,O,전기손상,C,의식변화(GCS 9-13),AF,2
환경손상,O,전기손상,C,경증 호흡곤란,AG,3
환경손상,O,전기손상,C,정상 범위 밖의 활력징후,AH,3
환경손상,O,전기손상,C,급성 중증 통증(8-10),BA,2
환경손상,O,전기손상,C,급성 중등도 통증(4-7),BB,3
환경손상,O,전기손상,C,명백한 피부손상,CA,2
환경손상,O,전기손상,C,명백한 피부손상 없음,CB,3
환경손상,O,화학물질 노출,D,중증 호흡곤란,AA,1
환경손상,O,화학물질 노출,D,쇼크,AB,1
환경손상,O,화학물질 노출,D,무의식(GCS 3-8),AC,1
환경손상,O,화학물질 노출,D,중등도 호흡곤란,AD,2
환경손상,O,화학물질 노출,D,혈역학적 장애,AE,2
환경손상,O,화학물질 노출,D,의식변화(GCS 9-13),AF,2
환경손상,O,화학물질 노출,D,체표면적 25% 이상의 중증 화상,CA,1
환경손상,O,화학물질 노출,D,"손과 발, 샅고랑 부위(Groin),  얼굴의 중증 화상",CB,2
환경손상,O,화학물질 노출,D,눈에 이물질이 튄 후 증상 있음,CC,2
환경손상,O,저체온증,E,중증 호흡곤란,AA,1
환경손상,O,저체온증,E,쇼크,AB,1
환경손상,O,저체온증,E,무의식(GCS 3-8),AC,1
환경손상,O,저체온증,E,중등도 호흡곤란,AD,2
환경손상,O,저체온증,E,혈역학적 장애,AE,2
환경손상,O,저체온증,E,의식변화(GCS 9-13),AF,2
환경손상,O,저체온증,E,"열,면역억제 상태",AG,2
환경손상,O,저체온증,E,"<3 개월, T<35℃",AH,2
환경손상,O,저체온증,E,">3개월,T<32℃ ",AI,2
환경손상,O,저체온증,E,경증 호흡곤란,AJ,3
환경손상,O,저체온증,E,체온 이외에 정상 범위 밖의 활력징후,AK,3
환경손상,O,저체온증,E,">3개월,T<32-35℃ ",AL,3
환경손상,O,저체온증,E,"저체온증,중심체온<32℃",CA,2
환경손상,O,저체온증,E,중심체온 32-35℃,CB,3
환경손상,O,저체온증,E,"동상없음, 정상 활력징후",CC,4
환경손상,O,익수,F,중증 호흡곤란,AA,1
환경손상,O,익수,F,쇼크,AB,1
환경손상,O,익수,F,무의식(GCS 3-8),AC,1
환경손상,O,익수,F,중등도 호흡곤란,AD,2
환경손상,O,익수,F,혈역학적 장애,AE,2
환경손상,O,익수,F,의식변화(GCS 9-13),AF,2
환경손상,O,익수,F,"열,면역억제 상태",AG,2
환경손상,O,익수,F,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
환경손상,O,익수,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
환경손상,O,익수,F,경증 호흡곤란,AJ,3
환경손상,O,익수,F,정상 범위 밖의 활력징후,AK,3
환경손상,O,익수,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
환경손상,O,익수,F,">36 개월, T32-35℃  또는≥38℃, 그리고 아파 보임",AM,3
환경손상,O,익수,F,"저체온증,중심체온<32℃",CA,2
환경손상,O,익수,F,중심체온 32-35℃,CB,3
피부,P,물림(Bite),A,중증 호흡곤란,AA,1
피부,P,물림(Bite),A,쇼크,AB,1
피부,P,물림(Bite),A,무의식(GCS 3-8),AC,1
피부,P,물림(Bite),A,중등도 호흡곤란,AD,2
피부,P,물림(Bite),A,혈역학적 장애,AE,2
피부,P,물림(Bite),A,의식변화(GCS 9-13),AF,2
피부,P,물림(Bite),A,"열,면역억제 상태",AG,2
피부,P,물림(Bite),A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,물림(Bite),A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,물림(Bite),A,경증 호흡곤란,AJ,3
피부,P,물림(Bite),A,정상 범위 밖의 활력징후,AK,3
피부,P,물림(Bite),A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,물림(Bite),A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,물림(Bite),A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,물림(Bite),A,급성 중증 통증(8-10),BA,2
피부,P,물림(Bite),A,급성 중등도 통증(4-7),BB,3
피부,P,물림(Bite),A,급성 경증 통증(<4),BC,4
피부,P,물림(Bite),A,중증 알레르기반응의 기왕력,CA,2
피부,P,물림(Bite),A,경증물림,CB,5
피부,P,쏘임(Sting),B,중증 호흡곤란,AA,1
피부,P,쏘임(Sting),B,쇼크,AB,1
피부,P,쏘임(Sting),B,무의식(GCS 3-8),AC,1
피부,P,쏘임(Sting),B,중등도 호흡곤란,AD,2
피부,P,쏘임(Sting),B,혈역학적 장애,AE,2
피부,P,쏘임(Sting),B,의식변화(GCS 9-13),AF,2
피부,P,쏘임(Sting),B,"열,면역억제 상태",AG,2
피부,P,쏘임(Sting),B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,쏘임(Sting),B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,쏘임(Sting),B,경증 호흡곤란,AJ,3
피부,P,쏘임(Sting),B,정상 범위 밖의 활력징후,AK,3
피부,P,쏘임(Sting),B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,쏘임(Sting),B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,쏘임(Sting),B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,쏘임(Sting),B,급성 중증 통증(8-10),BA,2
피부,P,쏘임(Sting),B,급성 중등도 통증(4-7),BB,3
피부,P,쏘임(Sting),B,급성 경증 통증(<4),BC,4
피부,P,쏘임(Sting),B,중증 알레르기반응의 기왕력,CA,2
피부,P,쏘임(Sting),B,쏘임,CB,5
피부,P,찰과상,C,급성 중증 통증(8-10),BA,2
피부,P,찰과상,C,급성 중등도 통증(4-7),BB,3
피부,P,찰과상,C,급성 경증 통증(<4),BC,4
피부,P,찰과상,C,찰과상±출혈 동반,CA,4
피부,P,열상/천공,D,중증 호흡곤란,AA,1
피부,P,열상/천공,D,쇼크,AB,1
피부,P,열상/천공,D,무의식(GCS 3-8),AC,1
피부,P,열상/천공,D,중등도 호흡곤란,AD,2
피부,P,열상/천공,D,혈역학적 장애,AE,2
피부,P,열상/천공,D,의식변화(GCS 9-13),AF,2
피부,P,열상/천공,D,"열,면역억제 상태",AG,2
피부,P,열상/천공,D,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,열상/천공,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,열상/천공,D,경증 호흡곤란,AJ,3
피부,P,열상/천공,D,정상 범위 밖의 활력징후,AK,3
피부,P,열상/천공,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,열상/천공,D,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,열상/천공,D,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,열상/천공,D,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
피부,P,열상/천공,D,급성 중증 통증(8-10),BB,2
피부,P,열상/천공,D,출혈성 질환(중등도나 경증의 출혈),BC,3
피부,P,열상/천공,D,급성 중등도 통증(4-7),BD,3
피부,P,열상/천공,D,급성 경증 통증(<4),BE,4
피부,P,열상/천공,D,신경혈관 장애를 동반한 복합창상,CA,2
피부,P,열상/천공,D,지속되고 있는 출혈,CB,3
피부,P,열상/천공,D,지혈되었거나 조절되고 있는 출혈,CC,4
피부,P,열상/천공,D,봉합 필요,CD,4
피부,P,열상/천공,D,봉합 필요 없음,CE,5
피부,P,화상,E,중증 호흡곤란,AA,1
피부,P,화상,E,쇼크,AB,1
피부,P,화상,E,무의식(GCS 3-8),AC,1
피부,P,화상,E,중등도 호흡곤란,AD,2
피부,P,화상,E,혈역학적 장애,AE,2
피부,P,화상,E,의식변화(GCS 9-13),AF,2
피부,P,화상,E,"열,면역억제 상태",AG,2
피부,P,화상,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,화상,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,화상,E,경증 호흡곤란,AJ,3
피부,P,화상,E,정상 범위 밖의 활력징후,AK,3
피부,P,화상,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,화상,E,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,화상,E,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,화상,E,급성 중증 통증(8-10),BA,2
피부,P,화상,E,급성 중등도 통증(4-7),BB,3
피부,P,화상,E,급성 경증 통증(<4),BC,4
피부,P,화상,E,체표면적 25% 이상의 화상,CA,1
피부,P,화상,E,"손,발,얼굴,회음부 부위의 2도 이상의  화상",CB,2
피부,P,화상,E,체표면적5-25%의  화상,CC,2
피부,P,화상,E,체표면적의 <5%인 3도 이상의  화상; 혹은 <10%의 2도 화상,CD,3
피부,P,화상,E,통증없는 경증 화상,CE,5
피부,P,혈액과 체액 노출,F,"고위험 노출: 주사침 찔림, 속이 빈  주사바늘, 에이즈 혹은 간염 바이러스 보균자이거나 가능성 있음, 알고 있는 저위험 감염원이 아니면 고위험으로 간주",CA,2
피부,P,혈액과 체액 노출,F,저위험 노출: 속이 빈 주사바늘이 아닌  경우 또는 저위험 감염원에서 액체가 튐,CB,3
피부,P,"이물질, 피부",G,경증 호흡곤란,AA,3
피부,P,"이물질, 피부",G,정상 범위 밖의 활력징후,AB,3
피부,P,"이물질, 피부",G,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,"이물질, 피부",G,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,"이물질, 피부",G,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,"이물질, 피부",G,급성 중등도 통증(4-7),BA,3
피부,P,"이물질, 피부",G,급성 경증 통증(<4),BB,4
피부,P,"이물질, 피부",G,"이물질, 피부",CA,5
피부,P,상처 확인,H,경증 호흡곤란,AA,3
피부,P,상처 확인,H,정상 범위 밖의 활력징후,AB,3
피부,P,상처 확인,H,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,상처 확인,H,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,상처 확인,H,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,상처 확인,H,급성 중등도 통증(4-7),BA,3
피부,P,상처 확인,H,급성 경증 통증(<4),BB,4
피부,P,상처 확인,H,상처확인,CA,5
피부,P,스테이플/봉합사제거,I,경증 호흡곤란,AA,3
피부,P,스테이플/봉합사제거,I,정상 범위 밖의 활력징후,AB,3
피부,P,스테이플/봉합사제거,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,스테이플/봉합사제거,I,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,스테이플/봉합사제거,I,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,스테이플/봉합사제거,I,급성 중등도 통증(4-7),BA,3
피부,P,스테이플/봉합사제거,I,급성 경증 통증(<4),BB,4
피부,P,스테이플/봉합사제거,I,스테이플/봉합사제거,CA,5
피부,P,발진,J,중등도 호흡곤란,AA,2
피부,P,발진,J,혈역학적 장애,AB,2
피부,P,발진,J,의식변화(GCS 9-13),AC,2
피부,P,발진,J,"열,면역억제 상태",AD,2
피부,P,발진,J,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,발진,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,발진,J,경증 호흡곤란,AG,3
피부,P,발진,J,정상 범위 밖의 활력징후,AH,3
피부,P,발진,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,발진,J,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,발진,J,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,발진,J,급성 중증 통증(8-10),BA,2
피부,P,발진,J,급성 중등도 통증(4-7),BB,3
피부,P,발진,J,급성 경증 통증(<4),BC,4
피부,P,발진,J,"얼굴 연조직염, 안와주위부 포함",CA,2
피부,P,발진,J,"자반성 또는 점 발진, 아파보임",CB,2
피부,P,발진,J,국소성 연조직염,CC,4
피부,P,발진,J,국소성 발진,CD,5
피부,P,유방의 발적/압통,K,중등도 호흡곤란,AA,2
피부,P,유방의 발적/압통,K,혈역학적 장애,AB,2
피부,P,유방의 발적/압통,K,의식변화(GCS 9-13),AC,2
피부,P,유방의 발적/압통,K,"열,면역억제 상태",AD,2
피부,P,유방의 발적/압통,K,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,유방의 발적/압통,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,유방의 발적/압통,K,경증 호흡곤란,AG,3
피부,P,유방의 발적/압통,K,정상 범위 밖의 활력징후,AH,3
피부,P,유방의 발적/압통,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,유방의 발적/압통,K,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,유방의 발적/압통,K,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,유방의 발적/압통,K,급성 중증 통증(8-10),BA,2
피부,P,유방의 발적/압통,K,급성 중등도 통증(4-7),BB,3
피부,P,유방의 발적/압통,K,급성 경증 통증(<4),BC,4
피부,P,유방의 발적/압통,K,유방의 발적/압통,CA,5
피부,P,국소성 부종/발적,L,중증 호흡곤란,AA,1
피부,P,국소성 부종/발적,L,쇼크,AB,1
피부,P,국소성 부종/발적,L,무의식(GCS 3-8),AC,1
피부,P,국소성 부종/발적,L,중등도 호흡곤란,AD,2
피부,P,국소성 부종/발적,L,혈역학적 장애,AE,2
피부,P,국소성 부종/발적,L,의식변화(GCS 9-13),AF,2
피부,P,국소성 부종/발적,L,"열,면역억제 상태",AG,2
피부,P,국소성 부종/발적,L,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,국소성 부종/발적,L,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,국소성 부종/발적,L,경증 호흡곤란,AJ,3
피부,P,국소성 부종/발적,L,정상 범위 밖의 활력징후,AK,3
피부,P,국소성 부종/발적,L,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,국소성 부종/발적,L,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,국소성 부종/발적,L,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
피부,P,국소성 부종/발적,L,급성 중증 통증(8-10),BA,2
피부,P,국소성 부종/발적,L,급성 중등도 통증(4-7),BB,3
피부,P,국소성 부종/발적,L,급성 경증 통증(<4),BC,4
피부,P,국소성 부종/발적,L,"얼굴 연조직염, 특히, 안와주위",CA,2
피부,P,국소성 부종/발적,L,"자반성 또는 점 발진, 아파보임",CB,2
피부,P,국소성 부종/발적,L,국소성 연조직염,CC,4
피부,P,국소성 부종/발적,L,국소성 발진,CD,5
피부,P,"혹,돌기,굳은살",M,중등도 호흡곤란,AA,2
피부,P,"혹,돌기,굳은살",M,혈역학적 장애,AB,2
피부,P,"혹,돌기,굳은살",M,의식변화(GCS 9-13),AC,2
피부,P,"혹,돌기,굳은살",M,"열,면역억제 상태",AD,2
피부,P,"혹,돌기,굳은살",M,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
피부,P,"혹,돌기,굳은살",M,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
피부,P,"혹,돌기,굳은살",M,경증 호흡곤란,AG,3
피부,P,"혹,돌기,굳은살",M,정상 범위 밖의 활력징후,AH,3
피부,P,"혹,돌기,굳은살",M,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
피부,P,"혹,돌기,굳은살",M,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
피부,P,"혹,돌기,굳은살",M,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
피부,P,"혹,돌기,굳은살",M,급성 중증 통증(8-10),BA,2
피부,P,"혹,돌기,굳은살",M,급성 중등도 통증(4-7),BB,3
피부,P,"혹,돌기,굳은살",M,급성 경증 통증(<4),BC,4
피부,P,"혹,돌기,굳은살",M,"혹,돌기,굳은살",CA,5
피부,P,감염 가능성 확인,N,급성 중등도 통증(4-7),BA,3
피부,P,감염 가능성 확인,N,급성 경증 통증(<4),BB,4
피부,P,감염 가능성 확인,N,감염 가능성 확인,CA,5
피부,P,청색증,O,중증 호흡곤란,AA,1
피부,P,청색증,O,쇼크,AB,1
피부,P,청색증,O,무의식(GCS 3-8),AC,1
피부,P,청색증,O,중등도 호흡곤란,AD,2
피부,P,청색증,O,혈역학적 장애,AE,2
피부,P,청색증,O,의식변화(GCS 9-13),AF,2
피부,P,청색증,O,"열,면역억제 상태",AG,2
피부,P,청색증,O,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,청색증,O,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,청색증,O,경증 호흡곤란,AJ,3
피부,P,청색증,O,정상 범위 밖의 활력징후,AK,3
피부,P,청색증,O,"3-36개월, T32-35℃ 또는  38℃ 그리고 건강해 보임",AL,3
피부,P,청색증,O,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,청색증,O,청색증,CA,3
피부,P,외상없이 저절로 멍듦,P,중증 호흡곤란,AA,1
피부,P,외상없이 저절로 멍듦,P,쇼크,AB,1
피부,P,외상없이 저절로 멍듦,P,무의식(GCS 3-8),AC,1
피부,P,외상없이 저절로 멍듦,P,중등도 호흡곤란,AD,2
피부,P,외상없이 저절로 멍듦,P,혈역학적 장애,AE,2
피부,P,외상없이 저절로 멍듦,P,의식변화(GCS 9-13),AF,2
피부,P,외상없이 저절로 멍듦,P,"열,면역억제 상태",AG,2
피부,P,외상없이 저절로 멍듦,P,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
피부,P,외상없이 저절로 멍듦,P,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
피부,P,외상없이 저절로 멍듦,P,경증 호흡곤란,AJ,3
피부,P,외상없이 저절로 멍듦,P,정상 범위 밖의 활력징후,AK,3
피부,P,외상없이 저절로 멍듦,P,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
피부,P,외상없이 저절로 멍듦,P,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
피부,P,외상없이 저절로 멍듦,P,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
피부,P,외상없이 저절로 멍듦,P,출혈성 질환(중등도나 경증의 출혈),BB,3
피부,P,외상없이 저절로 멍듦,P,외상없이 저절로 멍듦,CA,3
피부,P,소양증,Q,급성 중등도 통증(4-7),BA,3
피부,P,소양증,Q,급성 경증 통증(<4),BB,4
피부,P,소양증,Q,소양증,CA,5
피부,P,기타피부상태,R,경증 호흡곤란,AA,3
피부,P,기타피부상태,R,정상 범위 밖의 활력징후,AB,3
피부,P,기타피부상태,R,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AC,3
피부,P,기타피부상태,R,">36 개월, T≥38℃, 그리고  아파 보임",AD,3
피부,P,기타피부상태,R,">36 개월, T≥38℃, 그리고  건강해 보임",AE,4
피부,P,기타피부상태,R,급성 중등도 통증(4-7),BA,3
피부,P,기타피부상태,R,급성 경증 통증(<4),BB,4
피부,P,기타피부상태,R,기타피부상태,CA,5
일반,Q,전염성 질환에 노출,A,전염성 질환에 노출,CA,5
일반,Q,열,B,중증 호흡곤란,AA,1
일반,Q,열,B,쇼크,AB,1
일반,Q,열,B,무의식(GCS 3-8),AC,1
일반,Q,열,B,중등도 호흡곤란,AD,2
일반,Q,열,B,혈역학적 장애,AE,2
일반,Q,열,B,의식변화(GCS 9-13),AF,2
일반,Q,열,B,"열,면역억제 상태",AG,2
일반,Q,열,B,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,열,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,열,B,경증 호흡곤란,AJ,3
일반,Q,열,B,정상 범위 밖의 활력징후,AK,3
일반,Q,열,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
일반,Q,열,B,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
일반,Q,열,B,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
일반,Q,열,B,점 발진,CA,2
일반,Q,열,B,열,CB,4
일반,Q,고혈당,C,중증 호흡곤란,AA,1
일반,Q,고혈당,C,쇼크,AB,1
일반,Q,고혈당,C,무의식(GCS 3-8),AC,1
일반,Q,고혈당,C,중등도 호흡곤란,AD,2
일반,Q,고혈당,C,혈역학적 장애,AE,2
일반,Q,고혈당,C,의식변화(GCS 9-13),AF,2
일반,Q,고혈당,C,"열,면역억제 상태",AG,2
일반,Q,고혈당,C,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
일반,Q,고혈당,C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
일반,Q,고혈당,C,경증 호흡곤란,AJ,3
일반,Q,고혈당,C,정상 범위 밖의 활력징후,AK,3
